age,educational-num,fnlwgt,capital-gain,capital-loss,hours-per-week,education,marital-status,occupation,income,relationship,workclass,native-country,gender,race
41,10,104334,0,0,50,15,2,11,1,0,2,38,1,4
47,13,197332,0,0,40,9,0,9,0,1,0,38,1,4
21,10,205844,0,0,25,15,4,11,0,3,2,38,0,2
45,14,206459,0,0,35,12,2,0,0,0,1,38,1,4
33,4,202822,0,0,14,5,4,7,0,4,2,37,0,2
68,10,174695,0,0,25,15,3,4,0,4,6,38,0,4
44,15,183342,0,0,55,14,2,3,1,0,2,38,1,4
49,6,105614,0,0,50,0,2,6,0,0,2,38,1,4
45,16,329603,0,0,40,10,2,9,1,0,2,30,1,4
41,10,77373,0,1848,65,15,2,13,1,0,2,38,1,4
29,4,207473,0,0,40,5,2,13,0,0,2,25,1,4
19,9,311974,0,0,25,11,4,2,0,2,2,25,1,4
56,6,175127,0,0,40,0,2,5,0,0,2,38,1,4
55,9,111625,0,0,60,11,2,2,0,0,4,38,1,4
29,9,48895,0,0,50,11,4,2,0,1,2,38,1,4
21,9,27049,0,0,25,11,4,8,0,1,2,38,0,4
52,3,94988,0,0,50,4,4,5,0,1,2,38,1,4
22,9,218343,0,0,40,11,4,7,0,3,2,38,0,4
20,9,227626,0,0,60,11,2,0,0,0,2,38,1,4
31,9,272856,0,0,50,11,4,2,0,3,2,8,1,2
39,9,30916,0,0,40,11,2,2,0,0,2,38,1,4
55,10,276229,0,0,40,15,0,12,0,1,2,38,0,4
35,12,289106,0,0,40,7,5,11,0,4,2,38,1,4
45,13,192776,7298,0,55,9,2,2,1,0,2,38,1,4
61,14,147280,0,0,60,12,2,3,1,0,2,38,1,4
18,9,187770,0,0,30,11,4,5,0,3,2,38,1,4
51,13,213296,0,0,40,9,6,0,0,1,5,38,1,4
37,9,107410,0,0,40,11,2,6,0,0,4,38,1,4
32,10,86808,0,0,38,15,4,7,0,3,2,38,0,4
48,9,149210,0,0,45,11,5,2,0,4,2,38,1,2
62,4,123411,0,0,53,5,2,13,0,0,2,38,1,4
28,9,487347,0,0,45,11,4,13,0,1,2,38,1,4
19,6,283945,0,1602,45,0,4,5,0,2,2,38,1,4
20,10,375698,0,0,15,15,4,0,0,3,2,38,0,4
41,13,271753,0,0,40,9,2,4,0,0,2,38,1,4
29,13,251854,0,0,40,9,4,0,0,1,2,38,0,2
47,13,264052,15024,0,50,9,2,3,1,0,2,38,1,4
43,13,28451,0,0,37,9,2,9,1,0,5,38,1,4
20,10,282604,0,0,20,15,4,5,0,2,2,38,1,4
29,13,185908,0,0,55,9,2,3,1,0,2,38,1,2
51,13,198186,0,0,40,9,6,9,0,1,0,38,0,2
40,11,242521,0,0,40,8,2,2,1,0,2,38,1,4
26,3,337940,0,0,40,4,4,13,0,1,2,25,1,4
30,13,212064,0,0,40,9,4,9,0,3,2,38,0,4
36,9,129263,0,0,40,11,6,7,0,1,2,38,0,4
68,9,144761,0,1668,20,11,6,10,0,1,1,38,1,4
42,10,109912,0,0,40,15,4,12,1,1,2,38,0,4
41,9,113324,0,0,40,11,2,5,0,0,2,38,1,4
43,13,187795,0,0,45,9,2,3,1,0,2,38,1,4
20,10,173724,0,0,20,15,4,5,0,3,2,38,1,4
43,13,185129,0,0,40,9,0,12,0,3,2,38,1,4
53,9,73134,15024,0,60,11,2,11,1,0,2,38,1,4
45,10,236040,0,0,40,15,2,9,1,0,2,38,1,4
39,9,74194,0,0,40,11,4,4,0,4,2,38,1,4
31,14,102130,0,0,45,12,2,9,0,0,1,38,1,4
23,10,140915,0,0,25,15,4,11,0,2,2,29,1,1
38,14,34364,0,0,40,12,0,0,0,1,5,38,0,4
37,9,258037,0,0,45,11,2,13,1,0,4,4,1,4
18,9,391585,0,0,40,11,4,6,0,2,2,38,0,4
41,9,233130,0,0,45,11,2,3,0,0,4,25,1,4
30,13,101345,3103,0,55,9,2,11,1,5,2,38,0,4
26,13,248612,0,0,30,9,4,9,0,3,2,38,1,4
37,9,212465,0,0,40,11,2,2,0,0,2,38,1,4
25,10,198587,2174,0,50,15,4,12,0,1,2,38,0,2
33,10,405913,0,0,40,15,2,9,1,0,2,28,1,4
37,13,588003,15024,0,40,9,2,3,1,0,2,38,1,4
31,13,46807,0,0,40,9,4,12,0,1,2,38,1,4
27,10,210498,0,0,80,15,2,3,0,0,2,38,1,4
35,14,206951,0,0,40,12,2,11,1,0,2,38,1,4
28,10,237466,0,0,30,15,2,0,1,5,4,38,0,4
59,9,279636,0,0,50,11,4,0,0,1,2,12,1,4
42,13,29320,0,0,40,9,2,9,0,0,2,38,1,4
50,9,271262,0,0,40,11,2,13,1,0,2,38,1,4
32,10,76773,0,0,40,15,0,6,0,4,2,38,0,4
27,9,109004,0,0,40,11,5,2,0,4,2,38,1,2
43,13,226902,0,0,40,9,0,6,0,2,2,38,1,4
46,7,176552,0,0,40,1,0,9,1,4,2,38,1,0
41,10,182303,0,0,50,15,2,11,1,0,2,38,1,4
59,14,296253,8614,0,60,12,0,9,1,4,1,38,0,4
20,10,218215,0,0,30,15,4,11,0,3,2,38,0,4
46,9,51271,4386,0,70,11,2,4,0,0,4,38,1,4
45,4,96100,0,0,40,5,2,6,0,0,2,38,1,2
29,9,82393,0,1590,45,11,4,5,0,4,1,38,1,1
23,7,248978,0,0,40,1,2,5,0,0,2,25,1,4
46,9,254367,0,1590,48,11,4,13,0,1,2,38,1,4
58,10,94429,0,0,40,15,2,2,1,0,2,38,1,4
38,11,87282,0,0,40,8,4,3,0,2,2,38,0,1
29,10,119793,0,0,50,15,4,11,0,2,2,38,1,4
26,13,197764,0,0,40,9,4,9,0,1,1,38,0,4
42,13,306982,0,0,40,9,2,0,1,0,2,29,1,1
61,9,80896,0,0,45,11,5,13,1,4,2,38,1,1
31,10,197886,15024,0,45,15,2,11,1,0,2,38,1,4
43,9,355728,0,0,40,11,0,6,0,3,2,38,1,4
47,13,121124,15024,0,50,9,2,2,1,0,2,38,1,4
51,9,193720,0,0,56,11,2,2,1,0,5,38,1,4
23,9,347292,0,0,40,11,4,5,0,1,2,38,1,4
24,9,34506,0,0,40,11,4,6,0,4,2,38,0,4
38,11,63509,0,0,50,8,2,2,0,0,2,38,1,4
48,9,148254,0,0,16,11,2,5,1,5,2,38,0,4
33,9,190511,0,0,30,11,4,2,0,1,2,38,1,4
18,4,20057,0,0,40,5,4,7,0,2,2,29,0,1
52,9,206862,0,0,40,11,2,2,0,0,2,38,1,4
46,13,189498,0,1848,45,9,2,9,1,0,2,38,1,4
28,9,166320,0,0,40,11,4,9,0,1,2,38,1,4
37,10,289886,0,0,30,15,4,7,0,2,2,39,1,1
45,14,54190,0,0,50,12,2,9,1,0,1,38,1,4
17,6,147069,0,0,16,0,4,11,0,3,2,38,0,4
56,14,282023,0,0,40,12,2,9,1,0,2,38,1,4
38,12,379485,0,0,45,7,0,3,0,4,3,38,1,4
81,4,129338,0,0,10,5,2,13,0,0,2,38,1,4
22,10,99829,0,0,30,15,4,6,0,3,2,38,0,4
43,10,182254,0,0,40,15,0,0,0,4,5,38,0,4
31,12,109428,0,1740,40,7,2,0,0,5,2,38,0,4
42,13,351161,0,1887,40,9,2,9,1,0,4,38,1,4
50,9,132716,0,0,40,11,2,13,1,0,2,38,1,4
31,10,242984,0,0,40,15,5,5,0,1,2,38,1,4
35,10,101509,0,0,40,15,0,3,0,1,2,38,0,4
36,13,119957,0,0,35,9,5,7,0,4,2,38,0,2
33,4,69727,0,0,40,5,2,4,0,0,2,25,1,4
36,13,204590,0,213,40,9,0,9,0,4,2,38,0,2
50,9,182907,0,0,25,11,4,5,0,3,2,38,1,4
55,10,206487,0,0,40,15,2,9,1,0,2,38,1,4
29,9,168015,0,0,40,11,0,6,0,4,2,38,0,4
24,10,149396,0,0,30,15,4,7,0,2,2,13,0,2
39,10,184964,0,0,40,15,0,0,1,1,0,38,1,4
34,13,398988,0,0,40,9,4,11,0,1,2,38,1,4
29,4,128777,0,0,55,5,0,2,0,4,2,38,0,4
60,10,252413,0,0,32,15,2,2,1,0,2,38,1,3
33,14,181372,0,0,50,12,2,3,1,5,2,38,0,4
58,5,216851,0,0,40,6,4,5,0,3,2,7,1,4
27,10,106935,0,0,40,15,5,11,0,1,2,38,1,4
46,10,363875,0,0,40,15,0,10,0,4,5,38,0,0
63,9,287277,0,0,40,11,0,10,0,1,2,38,1,4
38,10,172342,0,0,40,15,0,7,0,4,4,38,0,4
23,10,308498,0,0,15,15,4,2,0,3,2,38,1,4
29,13,122127,8614,0,40,9,4,9,1,1,2,38,0,4
31,15,106437,0,0,60,14,2,9,1,5,2,38,0,4
49,9,306289,0,0,40,11,2,3,1,0,3,38,1,4
45,16,201699,0,0,60,10,2,9,1,0,3,38,1,4
42,5,282062,0,0,40,6,2,13,0,0,2,38,1,4
48,9,235108,0,0,40,11,2,6,0,0,2,38,1,4
33,9,339482,0,0,40,11,2,2,0,0,2,38,1,4
24,10,181820,0,0,40,15,4,0,0,3,2,38,1,4
49,10,99335,0,0,50,15,2,11,0,0,4,38,1,4
40,10,367533,2580,0,40,15,2,6,0,0,2,38,1,4
57,11,64960,0,1902,45,8,2,9,0,0,2,38,1,4
50,9,269095,0,0,40,11,0,0,0,1,2,38,0,4
46,13,58683,15024,0,55,9,2,3,1,0,2,38,1,4
35,10,89508,3908,0,60,15,2,3,0,0,4,38,1,4
19,10,100999,0,0,20,15,4,7,0,3,2,38,0,4
18,6,34125,0,0,28,0,4,7,0,3,2,38,0,4
20,9,115057,0,0,40,11,4,2,0,1,2,38,1,4
42,9,139126,0,0,40,11,0,13,0,1,2,38,1,4
46,9,104632,0,0,40,11,2,6,1,0,2,0,1,1
40,9,178866,0,0,20,11,2,0,1,5,0,38,0,4
54,14,139850,0,0,45,12,2,3,1,0,2,38,1,1
28,9,61435,0,0,45,11,2,2,0,0,2,38,1,4
38,10,309230,0,0,40,15,2,2,1,0,2,38,1,4
28,10,45613,0,0,40,15,4,8,0,1,2,38,0,4
22,7,272615,0,0,40,1,4,2,0,3,2,38,1,4
31,13,54318,0,0,50,9,2,3,1,0,2,38,1,4
27,9,165519,0,0,40,11,2,2,0,0,2,38,1,4
45,13,48495,0,0,42,9,2,9,1,0,2,38,1,4
38,13,143123,0,0,40,9,2,3,1,0,2,38,1,4
67,12,431426,20051,0,4,7,2,3,1,5,4,38,0,4
75,14,256474,0,0,16,12,4,10,0,1,2,38,1,4
41,14,191451,0,0,60,12,0,3,1,4,2,38,0,2
37,13,99146,0,0,60,9,2,11,1,0,2,38,1,4
47,9,235986,0,0,50,11,4,3,0,3,2,4,0,4
34,13,429897,0,0,45,9,2,9,1,0,1,25,1,4
25,9,189897,0,0,40,11,2,2,0,3,2,38,1,4
52,9,145155,0,0,40,11,6,0,0,1,2,38,0,4
27,9,192257,2174,0,40,11,4,10,0,3,5,38,1,4
35,9,194960,0,0,40,11,4,4,0,1,2,32,1,3
44,8,357814,0,0,35,2,2,7,0,2,1,25,0,4
27,9,137629,0,0,80,11,2,3,1,0,1,38,1,4
42,10,156526,0,0,33,15,4,12,0,1,2,38,1,4
26,5,189238,0,0,38,6,4,7,0,3,2,7,0,4
23,9,202989,0,0,40,11,4,9,0,1,2,1,1,4
28,9,25684,0,0,40,11,4,9,0,1,2,38,0,0
38,9,192939,0,0,50,11,2,2,0,0,4,38,1,4
28,10,138692,0,0,50,15,4,2,0,3,2,38,1,4
29,9,222249,0,0,40,11,4,0,0,2,2,38,0,4
56,5,201318,3411,0,50,6,2,3,0,2,4,3,1,4
30,10,56004,0,0,40,15,4,3,0,3,2,38,0,2
48,10,182313,0,0,40,15,2,5,0,0,2,38,1,4
38,14,277248,0,0,60,12,2,3,1,0,2,4,1,4
24,9,125031,0,0,40,11,4,5,0,2,2,38,1,4
47,16,216414,0,0,40,10,2,9,1,0,5,38,1,4
29,10,356133,0,0,40,15,4,9,0,2,2,38,0,4
45,12,185397,0,0,40,7,0,2,0,1,2,38,1,4
24,9,308285,0,0,40,11,4,2,0,3,2,38,1,4
40,9,56651,0,0,40,11,2,6,0,0,2,38,1,4
28,5,154863,0,0,40,6,2,2,1,0,1,37,1,2
46,13,44706,0,0,50,9,0,9,1,4,0,38,0,4
32,10,248754,0,0,40,15,2,6,0,0,2,38,1,4
20,9,104981,0,0,40,11,4,11,0,1,2,38,1,4
23,10,315065,0,0,35,15,4,7,0,4,2,25,1,4
46,9,188325,0,0,40,11,2,7,0,0,2,38,1,4
21,9,221661,0,0,35,11,4,11,0,3,2,38,0,4
59,14,81973,0,0,40,12,2,3,1,0,2,38,1,1
31,10,169122,0,0,50,15,2,9,0,0,2,38,1,4
48,10,216734,0,0,40,15,0,3,0,1,2,38,0,4
34,4,98101,0,0,40,5,2,13,0,0,2,38,1,4
19,10,292511,0,0,25,15,4,7,0,3,2,38,1,4
20,10,122971,0,0,35,15,4,11,0,3,2,38,1,4
29,13,124953,0,0,50,9,4,9,0,3,2,38,1,4
54,10,123011,0,0,40,15,2,2,1,0,2,38,1,4
36,9,76417,0,0,52,11,2,2,0,0,2,38,1,4
43,13,351576,0,0,50,9,4,11,1,1,2,38,1,4
46,13,33794,3103,0,40,9,2,12,1,0,0,38,1,4
33,14,79923,0,0,45,12,2,9,1,0,2,38,1,4
33,6,117983,0,0,45,0,0,7,0,4,2,38,0,4
36,10,186110,0,0,40,15,2,13,0,0,2,38,1,4
37,9,187589,5178,0,40,11,2,5,1,0,2,38,1,4
45,9,162923,0,0,60,11,2,2,0,0,4,38,1,4
25,13,288519,0,0,40,9,4,0,0,1,2,38,0,4
28,11,33798,0,0,40,8,2,6,0,0,2,38,1,4
26,9,195734,2354,0,40,11,4,0,0,3,2,38,0,4
23,9,214120,0,0,40,11,4,8,0,3,2,38,1,4
24,9,113515,0,0,40,11,4,3,0,1,2,38,0,4
58,10,261230,0,0,40,15,0,9,0,1,4,38,0,4
36,11,98515,0,0,40,8,0,12,0,4,2,38,0,4
46,10,187715,0,0,50,15,2,11,0,0,2,38,1,4
32,10,123964,4386,0,50,15,2,11,0,0,2,38,1,4
26,9,68991,0,0,40,11,4,7,0,4,2,38,1,2
52,3,292110,0,0,40,4,4,5,0,1,2,38,0,4
19,9,198320,0,0,45,11,4,7,0,1,2,38,0,4
33,13,709798,0,0,60,9,2,9,1,0,2,38,1,4
60,9,372838,0,0,40,11,2,2,0,0,2,38,1,4
39,10,160402,0,0,38,15,0,3,0,1,2,38,1,4
45,13,98475,0,0,45,9,0,3,0,1,2,38,1,4
37,10,97136,0,0,40,15,3,0,0,4,1,38,0,2
29,12,136985,0,0,40,7,4,12,0,3,2,38,1,4
53,10,187356,0,0,66,15,2,2,0,0,2,38,1,4
46,10,107231,0,1740,40,15,2,3,0,0,5,38,1,4
20,10,305874,0,0,40,15,4,13,0,3,2,38,1,4
39,14,290922,0,0,40,12,4,9,0,3,2,38,0,4
48,10,248254,7298,0,40,15,2,9,1,5,2,38,0,4
38,9,160808,4386,0,48,11,2,2,0,0,2,38,1,2
36,9,247321,0,0,45,11,2,2,0,0,2,38,1,4
53,4,247651,0,0,56,5,0,6,0,4,2,38,0,2
29,9,214702,0,1974,35,11,4,2,0,1,2,38,1,4
64,4,75577,2580,0,50,5,2,0,0,0,2,38,1,4
34,10,561334,0,0,50,15,2,3,1,0,2,38,1,4
41,13,401134,0,0,40,9,0,9,0,4,1,38,0,4
34,9,258170,0,0,38,11,0,3,0,4,2,38,0,4
22,10,300871,0,0,40,15,2,12,0,0,2,38,1,4
43,8,136721,0,0,40,2,2,2,0,0,2,38,1,4
36,10,109133,0,0,40,15,4,3,0,1,2,38,1,4
47,9,186534,0,0,55,11,2,11,1,0,2,38,1,4
33,10,241885,0,0,40,15,5,6,0,1,2,38,1,4
27,10,97165,0,0,40,15,4,6,0,2,2,38,0,4
33,10,212918,0,0,70,15,4,12,0,1,2,38,1,4
24,9,211585,0,0,40,11,2,13,0,3,2,38,0,4
47,10,178309,0,0,40,15,0,9,0,1,1,38,0,4
48,6,481987,0,0,40,0,2,3,0,0,3,38,1,4
28,9,215211,0,0,50,11,2,11,0,0,2,38,1,4
33,13,194901,0,0,40,9,2,9,1,0,1,38,1,4
44,13,340885,0,1977,40,9,2,6,1,0,2,38,1,4
33,11,190290,0,0,56,8,4,10,0,1,1,38,1,4
26,10,188569,0,0,25,15,4,0,0,1,2,38,0,4
22,11,162282,0,0,40,8,4,3,0,3,2,38,1,4
34,10,287315,0,0,55,15,2,3,1,0,2,38,1,4
31,10,304212,0,0,45,15,4,3,0,3,3,38,1,4
38,11,256864,0,0,40,8,2,3,0,0,1,38,1,4
51,10,46401,0,0,40,15,2,9,1,5,4,38,0,4
36,10,37778,0,0,40,15,2,3,0,0,2,38,1,4
29,10,191722,7688,0,54,15,2,10,1,0,2,38,1,4
64,9,103643,0,0,15,11,2,11,1,0,4,38,1,4
24,10,143766,0,0,55,15,4,6,0,3,2,38,1,4
21,10,204425,0,0,20,15,4,3,0,3,5,38,0,4
28,10,156257,0,0,60,15,2,2,1,0,2,38,1,4
41,9,112262,0,0,50,11,2,2,0,0,3,38,1,4
17,5,28031,0,0,16,6,4,7,0,3,2,38,1,4
58,16,320102,0,0,50,10,2,9,1,0,2,38,1,4
50,13,334273,0,0,8,9,2,11,0,0,4,38,1,4
30,7,356015,0,0,40,1,3,5,0,1,2,25,1,0
47,9,278900,0,0,40,11,2,2,0,0,2,38,1,4
24,10,142528,0,0,20,15,4,11,0,3,2,38,1,4
50,10,343014,0,0,40,15,2,3,0,0,0,38,1,2
29,14,201017,0,0,55,12,4,9,0,1,2,33,1,4
31,16,81030,0,0,40,10,2,9,1,0,4,38,1,4
40,9,34007,0,0,70,11,2,4,1,0,4,38,1,4
31,10,29662,0,0,60,15,4,11,0,1,2,38,0,4
53,5,347446,0,0,40,6,2,6,0,0,2,38,1,2
33,9,90668,0,0,40,11,4,0,0,1,2,38,0,4
43,13,190403,0,0,40,9,2,7,0,0,2,38,1,4
56,10,109015,7688,0,50,15,2,3,1,5,2,38,0,4
38,13,234807,0,0,50,9,2,3,1,5,2,38,0,4
18,7,157131,0,0,30,1,4,11,0,3,2,38,0,4
50,9,94081,0,0,40,11,2,3,1,0,2,38,1,4
78,9,135566,2329,0,12,11,6,11,0,4,2,38,0,4
27,7,103164,0,0,40,1,2,2,0,0,2,38,1,4
19,10,570002,0,0,25,15,4,11,0,3,2,38,0,4
24,13,215797,0,0,40,9,4,12,0,1,5,38,0,4
20,10,289405,0,1602,15,15,4,11,0,3,2,38,1,4
25,14,239461,0,0,35,12,4,9,0,3,2,38,1,4
34,13,101510,0,0,50,9,0,11,1,1,2,38,0,4
30,11,443546,0,0,35,8,2,11,0,0,3,38,1,4
37,14,141029,0,0,40,12,0,9,0,1,0,38,0,4
38,9,207202,0,0,48,11,2,6,1,0,2,38,1,4
67,9,137192,0,0,12,11,2,0,0,0,6,29,1,1
35,9,222989,0,0,30,11,2,13,0,0,2,38,1,4
75,9,36325,0,0,30,11,2,4,0,0,4,38,1,4
47,10,73394,0,0,50,15,2,3,0,5,2,38,0,4
23,6,249046,0,0,40,0,2,5,0,0,2,38,1,4
51,9,100653,0,0,8,11,0,0,0,1,0,38,0,4
42,9,1125613,0,0,40,11,0,7,0,1,1,38,1,2
32,10,101352,0,0,32,15,2,12,1,5,2,38,0,4
54,9,340476,0,0,35,11,5,11,0,4,2,38,0,4
20,10,192711,0,0,40,15,4,5,0,3,2,38,0,4
39,9,273362,0,0,40,11,2,2,1,0,2,38,1,4
41,9,100451,7688,0,38,11,2,2,1,0,2,38,1,4
35,9,85399,0,0,40,11,4,6,0,1,2,38,0,4
45,13,168191,0,0,35,9,2,2,1,0,1,38,1,4
27,13,153475,0,0,40,9,4,11,0,1,2,38,0,4
61,4,196773,0,0,30,5,2,11,1,0,4,38,1,4
41,9,180138,0,0,50,11,4,11,0,1,2,38,1,4
22,10,48347,0,0,40,15,4,12,0,3,2,38,1,4
55,10,175071,15024,0,40,15,2,2,1,0,2,38,1,2
25,10,181772,0,0,40,15,2,2,0,0,2,38,1,4
20,10,284317,0,0,35,15,4,7,0,3,2,38,0,4
20,10,237305,0,0,35,15,4,6,0,2,2,38,0,2
67,13,111321,0,0,16,9,2,3,0,0,3,38,1,4
44,10,278476,0,0,60,15,2,11,1,0,2,38,1,4
42,9,39060,0,0,60,11,2,11,1,0,2,38,1,4
29,10,205262,0,0,40,15,4,0,0,1,1,6,1,3
48,10,198000,0,0,38,15,4,2,1,4,2,38,0,4
25,9,397962,0,0,40,11,4,0,0,2,2,38,0,2
31,9,178370,0,0,99,11,0,7,1,4,2,38,0,4
48,13,121253,0,2472,70,9,3,11,1,4,2,38,0,4
40,14,56072,0,0,20,12,0,9,0,1,2,38,1,4
26,10,176756,0,0,40,15,2,11,0,0,2,38,1,4
28,9,60374,0,0,35,11,2,7,0,3,2,38,0,4
52,10,165681,0,0,40,15,2,2,1,0,2,38,1,4
41,9,287037,0,0,40,11,2,9,0,0,4,38,1,4
39,13,55568,0,0,50,9,2,4,0,5,4,38,0,4
48,9,155509,0,0,16,11,4,0,0,1,2,37,0,2
19,9,201178,0,0,30,11,4,11,0,1,2,38,0,4
27,10,37250,0,1651,40,15,2,6,0,0,2,38,1,4
59,11,314149,0,1740,50,8,2,11,0,0,2,38,1,4
19,10,264593,0,0,40,15,4,11,0,2,2,38,1,4
32,9,159589,0,0,50,11,4,5,0,3,2,38,1,4
39,9,454915,0,0,40,11,4,5,0,2,2,38,1,4
33,9,285131,0,0,40,11,2,2,0,0,2,38,1,4
38,9,150057,0,0,40,11,4,5,0,1,2,38,1,4
27,10,55390,0,0,45,15,4,4,0,3,2,38,1,4
23,9,314894,0,0,45,11,4,3,0,3,2,38,0,4
25,13,124483,0,0,20,9,4,0,0,1,1,18,1,1
37,12,97986,0,0,68,7,2,11,0,0,3,38,1,4
31,9,210562,0,0,65,11,2,13,0,0,2,38,1,4
24,12,233280,0,0,37,7,4,11,0,3,2,38,0,4
53,13,164300,0,0,38,9,0,0,0,4,1,5,0,4
25,10,263773,0,0,40,15,2,0,1,5,2,38,0,4
59,7,96459,0,0,40,1,4,6,0,1,2,38,1,4
39,9,116608,0,0,40,11,0,0,0,4,0,38,0,4
28,10,180007,0,0,40,15,4,5,0,3,2,38,1,4
22,9,305466,0,0,40,11,4,5,0,1,2,38,1,4
20,9,238917,0,0,40,11,4,2,0,2,2,7,1,4
25,10,129784,0,0,40,15,4,7,0,3,2,38,0,4
27,10,367390,0,0,50,15,4,2,0,4,2,38,1,4
20,9,235691,0,0,40,11,4,11,0,4,2,38,1,4
43,6,160369,0,0,25,0,0,4,0,4,4,38,1,4
39,10,206298,0,0,40,15,0,0,0,1,2,38,0,4
27,13,183523,0,0,45,9,4,9,0,1,2,38,1,4
17,6,217342,0,0,5,0,4,11,0,3,2,38,0,4
40,15,141858,0,0,72,14,2,9,0,0,5,38,1,4
50,10,213296,0,0,48,15,2,2,1,0,2,38,1,4
23,13,201682,0,0,35,9,4,0,0,3,3,38,0,4
60,9,178312,7298,0,65,11,2,11,1,0,2,38,1,4
30,9,269723,0,0,40,11,4,3,0,1,2,38,0,4
24,9,200593,0,0,50,11,2,5,0,0,2,38,1,4
23,13,32616,0,0,20,9,4,0,0,3,2,38,0,4
24,13,259510,5013,0,30,9,2,9,0,0,2,38,1,4
45,13,271828,0,0,20,9,2,2,0,0,4,38,1,4
58,10,78104,7298,0,60,15,2,3,1,0,3,38,1,4
22,10,113703,0,0,20,15,4,11,0,2,2,38,1,4
41,10,187802,0,0,40,15,4,5,0,1,2,38,1,4
48,4,440706,0,0,40,5,2,6,1,0,2,38,1,4
31,9,191834,0,0,40,11,0,6,0,2,2,38,1,4
33,15,149184,0,1977,50,14,2,9,1,0,2,38,1,4
49,13,315998,0,0,50,9,2,3,0,0,3,38,1,4
30,13,159589,7688,0,50,9,2,9,1,0,2,38,1,4
38,9,60313,0,0,40,11,4,2,0,1,2,38,1,4
58,9,32855,0,0,48,11,2,13,0,0,1,38,1,4
58,13,142326,0,0,50,9,0,9,0,1,2,38,0,4
61,9,201965,0,0,40,11,2,3,0,0,4,38,1,4
58,9,172333,7688,0,40,11,2,11,1,0,2,38,1,4
32,11,206541,0,0,45,8,2,12,1,0,2,38,1,4
33,9,177828,0,0,50,11,0,2,0,1,4,38,1,4
28,13,303440,0,0,50,9,5,3,1,1,2,38,0,4
22,10,89991,0,0,11,15,4,7,0,3,2,38,0,4
35,9,186009,0,0,40,11,2,2,1,0,2,38,1,4
59,9,170988,0,0,55,11,2,11,0,0,2,38,1,4
50,9,213654,0,0,40,11,2,11,0,0,4,38,1,2
56,8,32316,0,0,40,2,6,3,0,1,3,38,0,4
36,9,150371,0,0,40,11,4,2,0,1,4,38,1,4
28,10,314649,0,0,60,15,2,11,0,0,2,38,1,0
42,11,240255,0,0,40,8,2,9,1,0,2,38,1,2
60,9,206339,0,0,40,11,2,7,0,0,2,38,1,4
41,10,230168,0,0,91,15,2,11,0,0,3,38,1,4
42,13,171424,7298,0,45,9,2,12,1,0,2,38,1,4
36,9,148581,0,0,55,11,2,2,1,0,2,38,1,4
52,14,89705,0,0,40,12,2,9,1,0,1,38,1,4
42,9,248406,0,0,40,11,2,13,0,0,4,38,1,4
26,10,72594,0,0,55,15,2,10,1,0,1,38,1,4
31,13,137537,0,0,40,9,0,9,0,4,1,38,0,4
47,3,225065,0,0,40,4,5,11,0,4,2,25,0,4
35,10,217274,0,0,50,15,2,6,0,0,2,38,1,4
19,5,69151,0,0,25,6,4,5,0,3,2,38,1,4
59,10,81107,0,0,80,15,2,11,1,5,4,38,0,4
38,13,205852,0,0,40,9,2,3,1,0,2,38,1,4
36,13,201117,0,0,50,9,2,3,0,0,2,38,1,4
35,14,397307,0,0,55,12,4,3,0,1,2,38,0,4
39,9,115422,0,0,30,11,2,4,0,0,2,38,1,4
64,10,114994,0,0,40,15,5,7,0,1,2,38,1,4
17,6,39815,0,0,25,0,4,7,0,3,1,38,0,4
49,10,151584,0,0,32,15,2,7,0,0,2,38,1,4
19,10,164938,0,0,25,15,4,7,0,3,2,38,0,4
36,9,179896,3137,0,40,11,2,9,0,5,4,38,0,4
26,9,253841,0,0,45,11,4,5,0,1,2,38,1,4
27,3,177955,2176,0,40,4,4,8,0,2,2,7,0,4
66,13,113323,20051,0,40,9,2,9,1,0,2,38,1,4
38,4,320305,0,0,40,5,2,0,0,0,2,38,1,4
25,13,229287,0,0,25,9,4,3,0,2,2,38,0,4
19,9,100790,0,0,40,11,4,9,0,1,2,38,0,4
30,12,331419,4787,0,50,7,4,2,1,1,2,38,1,4
22,11,171419,0,0,40,8,4,3,0,4,2,34,1,1
60,10,202226,0,0,44,15,0,2,1,3,2,38,1,4
54,10,308087,0,1977,18,15,2,12,1,0,2,38,1,4
46,9,220124,0,0,37,11,5,2,0,1,2,38,1,4
33,10,31703,0,0,40,15,4,7,0,3,5,38,1,4
51,14,153908,0,0,40,12,0,3,0,1,1,38,0,4
43,15,180599,15024,0,60,14,2,9,1,0,2,38,1,4
60,9,160062,0,0,25,11,2,4,0,0,3,38,1,4
39,9,148443,0,0,60,11,2,4,0,0,4,38,1,4
23,13,91733,3325,0,40,9,4,12,0,3,2,38,0,4
39,12,176634,0,0,40,7,4,12,0,1,2,38,0,4
40,10,74949,0,0,40,15,4,3,0,1,1,38,1,4
48,10,165484,0,0,65,15,2,3,1,0,2,38,1,4
24,9,44738,0,0,40,11,4,5,0,2,2,38,1,4
32,9,130040,0,0,40,11,0,5,0,1,2,38,1,4
31,10,234537,0,0,60,15,2,2,0,0,4,38,1,4
39,9,179016,0,0,40,11,4,6,0,1,2,38,1,2
27,14,335421,0,0,40,12,4,3,0,3,2,38,0,4
45,14,312678,0,0,38,12,4,0,0,1,5,38,1,2
